person_id,domain_name,url_host,url_dir,url_page,url_refer_host,calendar_day,URL
342148547,funshion.com,vs.funshion.com,mvs,deliverEmptyCallback,,01/11/2016,vs.funshion.com/mvs/deliverEmptyCallback
382069544,pptv.com,news.pptv.com,/,/,,01/11/2016,news.pptv.com////
393204393,mgtv.com,www.mgtv.com,v/1/18,/,,01/11/2016,www.mgtv.com/v/1/18//
342148547,funshion.com,vs.funshion.com,medias/pc,natasha,fun.tv,01/11/2016,vs.funshion.com/medias/pc/natasha
382069544,pptv.com,live.pptv.com,/,/,,01/11/2016,live.pptv.com////
393204393,mgtv.com,www.mgtv.com,v/1/290349,index.html,mgtv.com,01/11/2016,www.mgtv.com/v/1/290349/index.html
342148547,fun.tv,fs.fun.tv,/,/,,01/11/2016,fs.fun.tv////
382069544,pptv.com,travel.pptv.com,/,/,,01/11/2016,travel.pptv.com////
393204393,le.com,www.le.com,ptv/vplay,26537096.html,letv.com,01/11/2016,www.le.com/ptv/vplay/26537096.html
342148547,fun.tv,fs.fun.tv,cartoon,/,fun.tv,01/11/2016,fs.fun.tv/cartoon//
382069544,pptv.com,movie.pptv.com,/,/,,01/11/2016,movie.pptv.com////
393204393,le.com,d.api.m.le.com,apipccard,dynamic,le.com,01/11/2016,d.api.m.le.com/apipccard/dynamic
342148547,fun.tv,fs.fun.tv,retrieve,/,fun.tv,01/11/2016,fs.fun.tv/retrieve//
382069544,mytv365.com,hot.mytv365.com,video,9XXggpd8QBBFZLKApQ5CFA==.html,so.com,01/11/2016,hot.mytv365.com/video/9XXggpd8QBBFZLKApQ5CFA==.html
393204393,le.com,www.le.com,ptv/vplay,26788406.html,letv.com,01/11/2016,www.le.com/ptv/vplay/26788406.html
342148547,fun.tv,fs.fun.tv,vplay,m-101751.v-252774,fun.tv,01/11/2016,fs.fun.tv/vplay/m-101751.v-252774
382069544,mgtv.com,www.mgtv.com,v/2016/ynj3,/,,01/11/2016,www.mgtv.com/v/2016/ynj3//
393204393,le.com,www.le.com,ptv/vplay,26598364.html,le.com,01/11/2016,www.le.com/ptv/vplay/26598364.html
342148547,fun.tv,fs.fun.tv,vplay,m-305513.v-847991,fun.tv,01/11/2016,fs.fun.tv/vplay/m-305513.v-847991
382069544,mgtv.com,www.mgtv.com,/,/,,01/11/2016,www.mgtv.com////
393204393,le.com,www.le.com,ptv/vplay,26474687.html,letv.com,01/11/2016,www.le.com/ptv/vplay/26474687.html
342148547,fun.tv,www.fun.tv,/,/,,01/11/2016,www.fun.tv////
382069544,mgtv.com,www.mgtv.com,show,/,,01/11/2016,www.mgtv.com/show//
393204393,le.com,www.le.com,ptv/vplay,25608235.html,letv.com,01/11/2016,www.le.com/ptv/vplay/25608235.html
342148547,fun.tv,www.fun.tv,vplay/m-106575,/,fun.tv,01/11/2016,www.fun.tv/vplay/m-106575//
382069544,mgtv.com,www.mgtv.com,v/2015/kb,/,,01/11/2016,www.mgtv.com/v/2015/kb//
393204393,ku6.com,v.ku6.com,show,00iFaF2zxJuTlrtHu4Dfmg...html,,01/11/2016,v.ku6.com/show/00iFaF2zxJuTlrtHu4Dfmg...html
342148547,fun.tv,fs.fun.tv,vplay,m-96300.v-142167,fun.tv,01/11/2016,fs.fun.tv/vplay/m-96300.v-142167
382069544,mgtv.com,www.mgtv.com,v/1/298050,/,,01/11/2016,www.mgtv.com/v/1/298050//
393204393,iqiyi.com,www.iqiyi.com,/,a_19rrhascq1.html,,01/11/2016,www.iqiyi.com///a_19rrhascq1.html
342148547,fun.tv,www.fun.tv,vplay,g-101751,,01/11/2016,www.fun.tv/vplay/g-101751
382069544,mgtv.com,www.mgtv.com,v/2016/bbqne4,/,,01/11/2016,www.mgtv.com/v/2016/bbqne4//
393204393,iqiyi.com,www.iqiyi.com,/,v_19rr9l46dc.html,,01/11/2016,www.iqiyi.com///v_19rr9l46dc.html
342148547,fun.tv,api1.fun.tv,api/get_videoinfoforivt,850555,funshion.com,01/11/2016,api1.fun.tv/api/get_videoinfoforivt/850555
382069544,mgtv.com,countdown.api.mgtv.com,global,time,mgtv.com,01/11/2016,countdown.api.mgtv.com/global/time
393204393,fun.tv,www.fun.tv,vplay,g-91264.v-161198,fun.tv,01/11/2016,www.fun.tv/vplay/g-91264.v-161198
342148547,fun.tv,fs.fun.tv,variety,/,fun.tv,01/11/2016,fs.fun.tv/variety//
382069544,mgtv.com,www.mgtv.com,girl,/,,01/11/2016,www.mgtv.com/girl//
393204393,6.cn,shrek.6.cn,live.6.cn/e6u2,rp.php,6.cn,01/11/2016,shrek.6.cn/live.6.cn/e6u2/rp.php
342148547,fun.tv,fs.fun.tv,subject/115456,/,,01/11/2016,fs.fun.tv/subject/115456//
382069544,mgtv.com,www.mgtv.com,v/2016/hjdsh,/,,01/11/2016,www.mgtv.com/v/2016/hjdsh//
323157479,pps.tv,mobile.api.pps.tv,/,api.php,,01/11/2016,mobile.api.pps.tv///api.php
342148547,fun.tv,fs.fun.tv,vplay,m-304625.v-840771,fun.tv,01/11/2016,fs.fun.tv/vplay/m-304625.v-840771
382069544,mgtv.com,www.mgtv.com,v/1/290349,index.html,mgtv.com,01/11/2016,www.mgtv.com/v/1/290349/index.html
323157479,iqiyi.com,pdata.video.iqiyi.com,/,k,,01/11/2016,pdata.video.iqiyi.com///k
342148547,fun.tv,fs.fun.tv,vplay,m-302798.v-825308,fun.tv,01/11/2016,fs.fun.tv/vplay/m-302798.v-825308
382069544,mgtv.com,www.mgtv.com,v/1/18,/,,01/11/2016,www.mgtv.com/v/1/18//
323157479,iqiyi.com,vip.iqiyi.com,/,/,,01/11/2016,vip.iqiyi.com////
342148547,fun.tv,fs.fun.tv,vplay,m-300396.v-802722,,01/11/2016,fs.fun.tv/vplay/m-300396.v-802722
382069544,le.com,www.le.com,ptv/vplay,25765173.html,,01/11/2016,www.le.com/ptv/vplay/25765173.html
389073367,pps.tv,mobile.api.pps.tv,/,api.php,,01/11/2016,mobile.api.pps.tv///api.php
342148547,fun.tv,www.fun.tv,vplay,g-102956,,01/11/2016,www.fun.tv/vplay/g-102956
382069544,le.com,www.le.com,ptv/vplay,25967512.html,,01/11/2016,www.le.com/ptv/vplay/25967512.html
389073367,iqiyi.com,pdata.video.iqiyi.com,/,k,,01/11/2016,pdata.video.iqiyi.com///k
342148547,fun.tv,api1.fun.tv,api/get_videoinfoforivt,223103,funshion.com,01/11/2016,api1.fun.tv/api/get_videoinfoforivt/223103
382069544,le.com,www.le.com,ptv/vplay,25485272.html,,01/11/2016,www.le.com/ptv/vplay/25485272.html
389073367,iqiyi.com,ip.geo.iqiyi.com,/,cityjson,,01/11/2016,ip.geo.iqiyi.com///cityjson
393626838,pptv.com,movie.pptv.com,/,/,,01/11/2016,movie.pptv.com////
382069544,le.com,www.le.com,ptv/vplay,25589318.html,,01/11/2016,www.le.com/ptv/vplay/25589318.html
129844202,sina.com.cn,video.sina.com.cn,news/spj/topvideoes20161031,/,sina.com.cn,01/11/2016,video.sina.com.cn/news/spj/topvideoes20161031//
393626838,mgtv.com,www.mgtv.com,show,/,,01/11/2016,www.mgtv.com/show//
382069544,le.com,www.le.com,ptv/vplay,26586027.html,,01/11/2016,www.le.com/ptv/vplay/26586027.html
128490674,youku.com,iku.youku.com,onlineconfig,config1,,01/11/2016,iku.youku.com/onlineconfig/config1
393626838,fun.tv,www.fun.tv,vplay,g-202040.v-633864,fun.tv,01/11/2016,www.fun.tv/vplay/g-202040.v-633864
382069544,le.com,www.le.com,ptv/vplay,25271674.html,,01/11/2016,www.le.com/ptv/vplay/25271674.html
128490674,youku.com,iku.youku.com,onlineconfig,3rdlist,,01/11/2016,iku.youku.com/onlineconfig/3rdlist
393626838,6.cn,shrek.6.cn,live.6.cn/e6u2,rp.php,6.cn,01/11/2016,shrek.6.cn/live.6.cn/e6u2/rp.php
382069544,le.com,www.le.com,ptv/vplay,26060566.html,,01/11/2016,www.le.com/ptv/vplay/26060566.html
128490674,youku.com,desktop.youku.com,/,/,,01/11/2016,desktop.youku.com////
127555635,youku.com,iku.youku.com,filter,85,,01/11/2016,iku.youku.com/filter/85
382069544,le.com,www.le.com,ptv/vplay,26080877.html,,01/11/2016,www.le.com/ptv/vplay/26080877.html
128490674,iqiyi.com,www.iqiyi.com,/,/,baidu.com,01/11/2016,www.iqiyi.com////
127555635,youku.com,iku.youku.com,onlineconfig,faxian2,,01/11/2016,iku.youku.com/onlineconfig/faxian2
382069544,le.com,www.le.com,ptv/vplay,26609414.html,,01/11/2016,www.le.com/ptv/vplay/26609414.html
129989111,iqiyi.com,pdata.video.iqiyi.com,/,k,,01/11/2016,pdata.video.iqiyi.com///k
127555635,youku.com,iku.youku.com,onlineconfig,app-guide-texts,,01/11/2016,iku.youku.com/onlineconfig/app-guide-texts
382069544,le.com,www.le.com,ptv/vplay,26543166.html,,01/11/2016,www.le.com/ptv/vplay/26543166.html
129989111,iqiyi.com,uaa.iqiyi.com,/,who,,01/11/2016,uaa.iqiyi.com///who
127555635,youku.com,desktop.youku.com,/,/,,01/11/2016,desktop.youku.com////
382069544,le.com,www.le.com,ptv/vplay,26102189.html,,01/11/2016,www.le.com/ptv/vplay/26102189.html
127555635,youku.com,desktop.youku.com,update,get_network_info.php,,01/11/2016,desktop.youku.com/update/get_network_info.php
382069544,le.com,www.le.com,ptv/vplay,26157139.html,,01/11/2016,www.le.com/ptv/vplay/26157139.html
127555635,youku.com,pc.youku.com,iku,home,,01/11/2016,pc.youku.com/iku/home
382069544,ku6.com,m.ku6.com,baidu,AbzZApVTxCglS3HiXokVDQ...html,baidu.com,01/11/2016,m.ku6.com/baidu/AbzZApVTxCglS3HiXokVDQ...html
127555635,youku.com,iku.youku.com,onlineconfig,3rdlist,,01/11/2016,iku.youku.com/onlineconfig/3rdlist
382069544,ku6.com,baidu.ku6.com,watch,04081440068391533549.html,baidu.com,01/11/2016,baidu.ku6.com/watch/04081440068391533549.html
127555635,youku.com,iku.youku.com,filter,100,,01/11/2016,iku.youku.com/filter/100
382069544,ku6.com,v.ku6.com,show,U5w2xi4D9CgFvfHB2tNjqw...html,ku6.com,01/11/2016,v.ku6.com/show/U5w2xi4D9CgFvfHB2tNjqw...html
127555635,youku.com,iku.youku.com,filter,95,,01/11/2016,iku.youku.com/filter/95
382069544,ku6.com,v.ku6.com,show,AJZdzNRg0MKXE_kcCskqDw...html,ku6.com,01/11/2016,v.ku6.com/show/AJZdzNRg0MKXE_kcCskqDw...html
127555635,youku.com,iku.youku.com,filter,97,,01/11/2016,iku.youku.com/filter/97
382069544,ku6.com,v.ku6.com,show,m-kuCDi8jbNPr_0vSiFIIQ...html,ku6.com,01/11/2016,v.ku6.com/show/m-kuCDi8jbNPr_0vSiFIIQ...html
127555635,youku.com,iku.youku.com,filter,96,,01/11/2016,iku.youku.com/filter/96
382069544,ku6.com,v.ku6.com,show,lvyWL2-zVjaOAIllRj001A...html,baidu.com,01/11/2016,v.ku6.com/show/lvyWL2-zVjaOAIllRj001A...html
127555635,youku.com,iku.youku.com,onlineconfig,config1,,01/11/2016,iku.youku.com/onlineconfig/config1
382069544,iqiyi.com,up.video.iqiyi.com,ugc-updown,ud.do,iqiyi.com,01/11/2016,up.video.iqiyi.com/ugc-updown/ud.do
127555635,youku.com,iku.youku.com,onlineconfig,fankui,,01/11/2016,iku.youku.com/onlineconfig/fankui
382069544,iqiyi.com,bird.sns.iqiyi.com,wechat,jsapi_ticket,iqiyi.com,01/11/2016,bird.sns.iqiyi.com/wechat/jsapi_ticket
127555635,youku.com,iku.youku.com,onlineconfig,msg,,01/11/2016,iku.youku.com/onlineconfig/msg
382069544,iqiyi.com,m.iqiyi.com,life,/,iqiyi.com,01/11/2016,m.iqiyi.com/life//
127555635,youku.com,iku.youku.com,onlineconfig,list,,01/11/2016,iku.youku.com/onlineconfig/list
382069544,iqiyi.com,m.iqiyi.com,paike,/,iqiyi.com,01/11/2016,m.iqiyi.com/paike//
127555635,youku.com,iku.youku.com,onlineconfig,jftask,,01/11/2016,iku.youku.com/onlineconfig/jftask
382069544,iqiyi.com,m.iqiyi.com,/,v_19rr98y9do.html,baidu.com,01/11/2016,m.iqiyi.com///v_19rr98y9do.html
127555635,youku.com,iku.youku.com,onlineconfig,channel-pay-texts,,01/11/2016,iku.youku.com/onlineconfig/channel-pay-texts
382069544,iqiyi.com,emoticon.sns.iqiyi.com,jaguar-core,query_config,iqiyi.com,01/11/2016,emoticon.sns.iqiyi.com/jaguar-core/query_config
127555635,youku.com,iku.youku.com,onlineconfig,activity,,01/11/2016,iku.youku.com/onlineconfig/activity
382069544,iqiyi.com,api.t.iqiyi.com,feed,outline,iqiyi.com,01/11/2016,api.t.iqiyi.com/feed/outline
129906028,youku.com,v.youku.com,v_show,id_XMTc4MDg2MDAwMA==.html,baidu.com,01/11/2016,v.youku.com/v_show/id_XMTc4MDg2MDAwMA==.html
382069544,iqiyi.com,m.iqiyi.com,/,w_19rr9ftx3h.html,baidu.com,01/11/2016,m.iqiyi.com///w_19rr9ftx3h.html
129906028,iqiyi.com,www.iqiyi.com,dongman/20120713,b4b3da6d59febd7f.html,iqiyi.com,01/11/2016,www.iqiyi.com/dongman/20120713/b4b3da6d59febd7f.html
382069544,iqiyi.com,m.iqiyi.com,/,shareplay.html,baidu.com,01/11/2016,m.iqiyi.com///shareplay.html
129906028,iqiyi.com,i.vip.iqiyi.com,pay,pageContent.action,iqiyi.com,01/11/2016,i.vip.iqiyi.com/pay/pageContent.action
382069544,iqiyi.com,m.iqiyi.com,/,v_19rr96negs.html,iqiyi.com,01/11/2016,m.iqiyi.com///v_19rr96negs.html
129906028,iqiyi.com,www.iqiyi.com,dongman,/,iqiyi.com,01/11/2016,www.iqiyi.com/dongman//
382069544,iqiyi.com,m.iqiyi.com,/,/,baidu.com,01/11/2016,m.iqiyi.com////
129906028,iqiyi.com,www.iqiyi.com,/,/,iqiyi.com,01/11/2016,www.iqiyi.com////
382069544,iqiyi.com,www.iqiyi.com,/,w_19ruezegjt.html,iqiyi.com,01/11/2016,www.iqiyi.com///w_19ruezegjt.html
129906028,iqiyi.com,www.iqiyi.com,/,v_19rrl5d9dw.html,iqiyi.com,01/11/2016,www.iqiyi.com///v_19rrl5d9dw.html
382069544,iqiyi.com,www.iqiyi.com,/,w_19rt2tkxy1.html,baidu.com,01/11/2016,www.iqiyi.com///w_19rt2tkxy1.html
129906028,iqiyi.com,www.iqiyi.com,/,v_19rrocmqsg.html,,01/11/2016,www.iqiyi.com///v_19rrocmqsg.html
382069544,iqiyi.com,www.iqiyi.com,/,w_19ruf0vet1.html,iqiyi.com,01/11/2016,www.iqiyi.com///w_19ruf0vet1.html
129906028,iqiyi.com,www.iqiyi.com,zongyi,/,iqiyi.com,01/11/2016,www.iqiyi.com/zongyi//
382069544,iqiyi.com,www.iqiyi.com,/,w_19ruf0zajh.html,iqiyi.com,01/11/2016,www.iqiyi.com///w_19ruf0zajh.html
129906028,iqiyi.com,i.vip.iqiyi.com,order,pay.action,iqiyi.com,01/11/2016,i.vip.iqiyi.com/order/pay.action
382069544,iqiyi.com,www.iqiyi.com,/,w_19ruf0jawp.html,iqiyi.com,01/11/2016,www.iqiyi.com///w_19ruf0jawp.html
129906028,fun.tv,www.fun.tv,vplay,g-203848.v-682854,fun.tv,01/11/2016,www.fun.tv/vplay/g-203848.v-682854
382069544,iqiyi.com,www.iqiyi.com,/,v_19rrmaa5oc.html,,01/11/2016,www.iqiyi.com///v_19rrmaa5oc.html
390581241,qq.com,v.qq.com,x/cover/4mz2zy4nxjjqqbp,j0020ok8e8p.html,1lawer.com,01/11/2016,v.qq.com/x/cover/4mz2zy4nxjjqqbp/j0020ok8e8p.html
382069544,iqiyi.com,www.iqiyi.com,/,v_19rr9n10x4.html,,01/11/2016,www.iqiyi.com///v_19rr9n10x4.html
390581241,qq.com,v.qq.com,x,cgibaike,qq.com,01/11/2016,v.qq.com/x/cgibaike
382069544,iqiyi.com,www.iqiyi.com,/,v_19rr98hz9s.html,,01/11/2016,www.iqiyi.com///v_19rr98hz9s.html
128793615,iqiyi.com,pdata.video.iqiyi.com,/,k,,01/11/2016,pdata.video.iqiyi.com///k
382069544,iqiyi.com,m.iqiyi.com,/,w_19rsxlcc79.html,baidu.com,01/11/2016,m.iqiyi.com///w_19rsxlcc79.html
128793615,iqiyi.com,www.iqiyi.com,lib,m_205115614.html,baidu.com,01/11/2016,www.iqiyi.com/lib/m_205115614.html
382069544,fun.tv,www.fun.tv,vplay,g-304631.v-840879,fun.tv,01/11/2016,www.fun.tv/vplay/g-304631.v-840879
367637734,qq.com,v.qq.com,cover/9,9jok2iey45w3c95.html,zhibo8.cc,01/11/2016,v.qq.com/cover/9/9jok2iey45w3c95.html
382069544,fun.tv,www.fun.tv,vplay,g-305025.v-844065,fun.tv,01/11/2016,www.fun.tv/vplay/g-305025.v-844065
367637734,ifeng.com,v.ifeng.com,news/society/201610,01accc8b-e88a-4cab-9788-2757f9122cb5.shtml,ifeng.com,01/11/2016,v.ifeng.com/news/society/201610/01accc8b-e88a-4cab-9788-2757f9122cb5.shtml
382069544,fun.tv,www.fun.tv,vplay,g-105880.v-282233,fun.tv,01/11/2016,www.fun.tv/vplay/g-105880.v-282233
367637734,ifeng.com,v.ifeng.com,news/society/201610,null,ifeng.com,01/11/2016,v.ifeng.com/news/society/201610/null
382069544,fun.tv,www.fun.tv,vplay,g-114775.v-431372,fun.tv,01/11/2016,www.fun.tv/vplay/g-114775.v-431372
367637734,funshion.com,fld.funshion.com,interface,airport,,01/11/2016,fld.funshion.com/interface/airport
382069544,fun.tv,www.fun.tv,vplay,g-304841.v-842305,fun.tv,01/11/2016,www.fun.tv/vplay/g-304841.v-842305
367637734,funshion.com,vs.funshion.com,vvs/getMediaUrl,v2,,01/11/2016,vs.funshion.com/vvs/getMediaUrl/v2
382069544,fun.tv,www.fun.tv,vplay,g-305019.v-843929,fun.tv,01/11/2016,www.fun.tv/vplay/g-305019.v-843929
367637734,funshion.com,vs.funshion.com,pvs,cflow,,01/11/2016,vs.funshion.com/pvs/cflow
382069544,fun.tv,www.fun.tv,vplay,g-35465.v-42833,fun.tv,01/11/2016,www.fun.tv/vplay/g-35465.v-42833
367637734,funshion.com,vs.funshion.com,mvs,getMonitorUrls,,01/11/2016,vs.funshion.com/mvs/getMonitorUrls
382069544,fun.tv,www.fun.tv,vplay,g-38544.v-300894,fun.tv,01/11/2016,www.fun.tv/vplay/g-38544.v-300894
367637734,funshion.com,vs.funshion.com,mvs,getDeliverUrl,,01/11/2016,vs.funshion.com/mvs/getDeliverUrl
382069544,fun.tv,www.fun.tv,vplay,g-106524.v-297946,fun.tv,01/11/2016,www.fun.tv/vplay/g-106524.v-297946
367637734,funshion.com,vs.funshion.com,mvir,ctrlVolume,,01/11/2016,vs.funshion.com/mvir/ctrlVolume
382069544,fun.tv,www.fun.tv,vplay,g-305647.v-849101,fun.tv,01/11/2016,www.fun.tv/vplay/g-305647.v-849101
367637734,funshion.com,vs.funshion.com,vvs/getSchedule,v2,,01/11/2016,vs.funshion.com/vvs/getSchedule/v2
382069544,fun.tv,www.fun.tv,vplay,g-305647.v-849089,fun.tv,01/11/2016,www.fun.tv/vplay/g-305647.v-849089
367637734,funshion.com,vs.funshion.com,tvs,getSchedule,,01/11/2016,vs.funshion.com/tvs/getSchedule
382069544,fun.tv,www.fun.tv,vplay,g-305019.v-843887,fun.tv,01/11/2016,www.fun.tv/vplay/g-305019.v-843887
367637734,funshion.com,vs.funshion.com,mvs,getSchedule,,01/11/2016,vs.funshion.com/mvs/getSchedule
382069544,fun.tv,www.fun.tv,vplay,g-202508.v-642250,fun.tv,01/11/2016,www.fun.tv/vplay/g-202508.v-642250
367637734,funshion.com,vs.funshion.com,mvir,getPolicy,,01/11/2016,vs.funshion.com/mvir/getPolicy
382069544,fun.tv,www.fun.tv,vplay,g-107079.v-300820,fun.tv,01/11/2016,www.fun.tv/vplay/g-107079.v-300820
367637734,funshion.com,vs.funshion.com,pvs/getSchedule,v2,,01/11/2016,vs.funshion.com/pvs/getSchedule/v2
382069544,fun.tv,www.fun.tv,vplay,g-202040.v-633846,fun.tv,01/11/2016,www.fun.tv/vplay/g-202040.v-633846
367637734,funshion.com,vs.funshion.com,mvs,deliverEmptyCallback,,01/11/2016,vs.funshion.com/mvs/deliverEmptyCallback
382069544,fun.tv,www.fun.tv,vplay,g-305517.v-848205,fun.tv,01/11/2016,www.fun.tv/vplay/g-305517.v-848205
367637734,funshion.com,vs.funshion.com,mvir,getUser,,01/11/2016,vs.funshion.com/mvir/getUser
382069544,fun.tv,www.fun.tv,vplay,g-91751.v-91385,fun.tv,01/11/2016,www.fun.tv/vplay/g-91751.v-91385
367637734,funshion.com,vs.funshion.com,mvirbiz,getSchedule,,01/11/2016,vs.funshion.com/mvirbiz/getSchedule
382069544,fun.tv,www.fun.tv,vplay,g-108805.v-372508,fun.tv,01/11/2016,www.fun.tv/vplay/g-108805.v-372508
367637734,fun.tv,fs.fun.tv,/,/,,01/11/2016,fs.fun.tv////
382069544,fun.tv,www.fun.tv,vplay,g-304529.v-839781,fun.tv,01/11/2016,www.fun.tv/vplay/g-304529.v-839781
367637734,fun.tv,fs.fun.tv,movie,/,fun.tv,01/11/2016,fs.fun.tv/movie//
382069544,baidu.com,v.baidu.com,watch,04081440068391533549.html,ku6.com,01/11/2016,v.baidu.com/watch/04081440068391533549.html
367637734,fun.tv,fs.fun.tv,vplay,m-305595.v-848769,fun.tv,01/11/2016,fs.fun.tv/vplay/m-305595.v-848769
382069544,baidu.com,v.baidu.com,watch,05736451270180339751.html,aipai.com,01/11/2016,v.baidu.com/watch/05736451270180339751.html
387657266,qq.com,v.qq.com,txyp,coralComment_yp_1.0.htm,qq.com,01/11/2016,v.qq.com/txyp/coralComment_yp_1.0.htm
382069544,baidu.com,v.baidu.com,square,/,baidu.com,01/11/2016,v.baidu.com/square//
387657266,qq.com,v.qq.com,x,webtips,qq.com,01/11/2016,v.qq.com/x/webtips
382069544,apple.com,itunes.apple.com,cn/app,id978985106,redirectvoluum.com,01/11/2016,itunes.apple.com/cn/app/id978985106
387657266,qq.com,v.qq.com,x,cgibaike,qq.com,01/11/2016,v.qq.com/x/cgibaike
382069544,apple.com,itunes.apple.com,cn/app,id485584268,hzlzhc.com,01/11/2016,itunes.apple.com/cn/app/id485584268
387657266,qq.com,v.qq.com,x/cover/0dfpyvfa7tp0ewe,v0021wy5brb.html,360kan.com,01/11/2016,v.qq.com/x/cover/0dfpyvfa7tp0ewe/v0021wy5brb.html
382069544,apple.com,itunes.apple.com,cn/app/fang-kai-na-san-guo2,id845041447,95105012.com,01/11/2016,itunes.apple.com/cn/app/fang-kai-na-san-guo2/id845041447
387657266,mgtv.com,v.api.mgtv.com,list,movielist,mgtv.com,01/11/2016,v.api.mgtv.com/list/movielist
382069544,apple.com,itunes.apple.com,cn/app/jie-qiu-lian-meng-chun-cui,id1094643700,95105012.com,01/11/2016,itunes.apple.com/cn/app/jie-qiu-lian-meng-chun-cui/id1094643700
387657266,iqiyi.com,www.iqiyi.com,/,v_19rrlwpthc.html,360kan.com,01/11/2016,www.iqiyi.com///v_19rrlwpthc.html
382069544,6.cn,shrek.6.cn,live.6.cn/e6u2,rp.php,6.cn,01/11/2016,shrek.6.cn/live.6.cn/e6u2/rp.php
387657266,360kan.com,www.360kan.com,dianshi,index.html,360.cn,01/11/2016,www.360kan.com/dianshi/index.html
382069544,6.cn,v.6.cn,xianchang,/,alitousu.com,01/11/2016,v.6.cn/xianchang//
387657266,360kan.com,www.360kan.com,dianshi,history,360kan.com,01/11/2016,www.360kan.com/dianshi/history
382069544,6.cn,v.6.cn,xianchang,/,91kanba.top,01/11/2016,v.6.cn/xianchang//
387657266,360kan.com,www.360kan.com,m,f6flZhH3RXH7TB.html,360kan.com,01/11/2016,www.360kan.com/m/f6flZhH3RXH7TB.html
382069544,56.com,m.56.com,view,id-MTQxODQ0MjMx.html,baidu.com,01/11/2016,m.56.com/view/id-MTQxODQ0MjMx.html
387657266,360kan.com,www.360kan.com,dianying,index.html,360kan.com,01/11/2016,www.360kan.com/dianying/index.html
394211002,youku.com,www.youku.com,/,/,2345.com,01/11/2016,www.youku.com////
387657266,360kan.com,www.360kan.com,ct,O0Hlcs4dXYGzED.html,360kan.com,01/11/2016,www.360kan.com/ct/O0Hlcs4dXYGzED.html
394211002,youku.com,www.youku.com,index,y404,youku.com,01/11/2016,www.youku.com/index/y404
387657266,360kan.com,www.360kan.com,ct,OULnaZ7jL4S2Cz.html,360kan.com,01/11/2016,www.360kan.com/ct/OULnaZ7jL4S2Cz.html
394211002,youku.com,v.youku.com,v_show,id_XMTc4MjUwODQ5Ng==.html,youku.com,01/11/2016,v.youku.com/v_show/id_XMTc4MjUwODQ5Ng==.html
387657266,360kan.com,www.360kan.com,dongman,index.html,360.cn,01/11/2016,www.360kan.com/dongman/index.html
394211002,youku.com,v.youku.com,v_show,id_XMTc4MjgzMTU4OA==.html,youku.com,01/11/2016,v.youku.com/v_show/id_XMTc4MjgzMTU4OA==.html
387657266,360kan.com,www.360kan.com,tv,Pblob07kSWboOX.html,360kan.com,01/11/2016,www.360kan.com/tv/Pblob07kSWboOX.html
394211002,qq.com,v.qq.com,inc/new_vshou,index-tmp1.html,qq.com,01/11/2016,v.qq.com/inc/new_vshou/index-tmp1.html
387657266,360kan.com,www.360kan.com,tv,RbFtcX7kSm8tMX.html,360kan.com,01/11/2016,www.360kan.com/tv/RbFtcX7kSm8tMX.html
394211002,qq.com,v.qq.com,/,/,2345.com,01/11/2016,v.qq.com////
387657266,360kan.com,www.360kan.com,dianshi,index.html,360kan.com,01/11/2016,www.360kan.com/dianshi/index.html
394211002,qq.com,v.qq.com,x,webtips,qq.com,01/11/2016,v.qq.com/x/webtips
387657266,360kan.com,www.360kan.com,tv,QLprbH7kSmHrOX.html,360kan.com,01/11/2016,www.360kan.com/tv/QLprbH7kSmHrOX.html
394211002,qq.com,v.qq.com,cover/8,8zced8u3nn8btew.html,qq.com,01/11/2016,v.qq.com/cover/8/8zced8u3nn8btew.html
128698009,baidu.com,v.baidu.com,/,v,,01/11/2016,v.baidu.com///v
394211002,qq.com,v.qq.com,x,cgibaike,qq.com,01/11/2016,v.qq.com/x/cgibaike
387137882,sohu.com,tv.sohu.com,20161101,n471977843.shtml,sohu.com,01/11/2016,tv.sohu.com/20161101/n471977843.shtml
394211002,qq.com,v.qq.com,x/cover,8zced8u3nn8btew.html,qq.com,01/11/2016,v.qq.com/x/cover/8zced8u3nn8btew.html
387137882,sina.com.cn,video.sina.com.cn,news/spj/topvideoes20161101,/,sina.com.cn,01/11/2016,video.sina.com.cn/news/spj/topvideoes20161101//
394211002,qq.com,v.qq.com,x/cover/o80b4w8h1ougmz0,h0022wx9lma.html,qq.com,01/11/2016,v.qq.com/x/cover/o80b4w8h1ougmz0/h0022wx9lma.html
394211002,qq.com,v.qq.com,x/cover,oec2q88w9c3p3qn.html,qq.com,01/11/2016,v.qq.com/x/cover/oec2q88w9c3p3qn.html
394211002,qq.com,v.qq.com,cover/o,oec2q88w9c3p3qn.html,qq.com,01/11/2016,v.qq.com/cover/o/oec2q88w9c3p3qn.html
394211002,qq.com,v.qq.com,x/cover/orzr7riuric7qe7,r0022yr3imn.html,qq.com,01/11/2016,v.qq.com/x/cover/orzr7riuric7qe7/r0022yr3imn.html
394211002,qq.com,v.qq.com,txyp,coralComment_yp_1.0.htm,qq.com,01/11/2016,v.qq.com/txyp/coralComment_yp_1.0.htm
394211002,qq.com,v.qq.com,page/e/m/c,e0341g9mqmc.html,qq.com,01/11/2016,v.qq.com/page/e/m/c/e0341g9mqmc.html
